grpC_Alma1	254.90	254.90	179.00
grpCbi_TauF	707.60	707.60	458.00
grpC_DMSOR	1841.30	1841.30	1488.00
grpCar_DmsA	1420.60	1420.60	566.00
grpC_DmsA	989.00	989.00	615.00
grpC1_DmsA	1784.40	1784.40	570.00
grpC_DddD	1458.70	1458.70	941.00
grpC_DddL	254.30	254.30	100.00
grpC_DddP	374.30	374.30	248.00
grpC_DddQ	225.30	225.30	147.00
grpC_DddW	312.10	312.10	177.00
grpC_DddX	747.80	747.80	382.00
grpC1_DddX	924.00	924.00	699.00
grpC_DddY	496.20	496.20	428.00
grpC_DdhA	2065.40	2065.40	1644.00
grpC_DmoA	738.40	738.40	739.00
grpC_DsoB	693.50	693.50	506.00
grpC_DsyB	539.90	539.90	216.00
grpC1_MddA	401.10	401.10	390.00
grpC2_MddA	415.80	415.80	354.00
grpC3_MddA	449.20	449.20	376.00
grpC4_MddA	594.20	594.20	387.00
grpC5_MddA	658.70	658.70	434.00
grpC_MmtN	314.70	314.70	78.00
grpC_MsmA	571.10	571.10	391.00
grpC_MtoX	470.90	470.90	210.00
grpC_MtsA	776.60	776.60	253.00
grpC_SfnG	486.20	486.20	387.00
grpC_SsuD	502.30	502.30	496.00
grpC_SudA	844.50	844.50	684.00
grpC_Tmm	201.70	201.70	175.00
