grp0_TauD	326.8	326.8	10
grp0_Toa	435.2	445.2	110.3
grp0_Tpa	507	529.5	107.0
grp1_HpfY	519.4	566.3	88.2
grp1_HpsO	327.4	364.0	62.0
grp1_IseR	295.1	356.1	179.5
grp1_SauT	548.5	633.6	50.3
grp1_SlcC	380.7	380.7	57.7
grp1_SlcF	574.8	602.7	313.6
grp1_SlcH	218.6	337.1	194.3
grp1_SuyB	556.1	618.5	132.4
grp1_TauB	326.6	348.2	164.1
grp1_TauC	287.8	342.7	165.4
grp1_TauY	479.4	497.7	195.2
grp1_TauZ	443.1	479.5	202.0
grp2_AlaDH	586.0	527.1	294.4
grp2_ComC	392.1	427.1	98.6
grp2_DhpA	272.9	347.4	240.4
grp2_HpfD	386.8	483.1	120.6
grp2_HpfG	1307.3	1360.9	111.5
grp2_HpsG	1124.9	1426.0	73.5
grp2_HpsM	476.2	602.3	239.9
grp2_HpsN	641.5	760.3	182.8
grp2_HpsP	372.4	404.9	50.2
grp2_HpsU	582.5	650.9	184.3
grp2_IseJ	806.0	871.7	104.4
grp2_IseM	504.1	590.5	266.7
grp2_IsfD	375.0	376.1	63.6
grp2_Pta	465.6	459.8	228.0
grp2_SarD	503.8	522.5	155.3
grp2_SauS	712.9	804.2	232.5
grp2_SauT	559.8	652.7	50.3
grp2_SauU	530.5	586.9	197.1
grp2_SlcD	518.7	583.5	151.6
grp2_SlcF	599.6	614.7	306.8
grp2_TauA	317.0	388.4	187.8
grp2_TauB	346.6	358.2	159.9
grp2_TauC	275.7	347.3	160.4
grp2_TauK	347.2	395.3	174.4
grp2_TauM	521.2	526.9	261.4
grp2_TauR	512.2	704.2	219.4
grp2_TauY	489.3	543.9	195.2
grp2_TauZ	448.2	481.0	200.2
grp2_Xsc	789.7	910.6	283.5
grp3_AdhE	683.4	727.6	410.0
grp3_BmcsA	131.4	148.2	131.4
grp3_BmcsB	161.4	155.0	128.7
grp3_BmcsC	203.6	203.6	203.6
grp3_ComD	282.1	327.1	189.2
grp3_ComE	259.5	335.0	168.6
grp3_CuyA	419.0	531.2	174.8
grp3_CuyZ	318.4	411.2	219.4
grp3_DhpA	263.0	347.4	198.1
grp3_HpfE	271.5	321.2	229.7
grp3_HpfG	1059.9	1281.6	111.5
grp3_HpfH	297.0	403.6	122.0
grp3_HpfX	500.3	617.8	184.0
grp3_HpfZ	360.3	391.7	179.5
grp3_HpsG	772.0	1168.0	73.5
grp3_HpsH	339.6	453.3	127.5
grp3_HpsK	525.3	700.1	210.0
grp3_HpsL	211.6	281.4	184.1
grp3_HpsM	302.1	436.9	218.8
grp3_IseK	557.8	764.3	322.4
grp3_IseL	234.5	303.1	217.4
grp3_IsfE	234.4	282.8	197.1
grp3_SarD	388.9	515.3	155.3
grp3_SlcG	172.5	236.5	172.5
grp3_SuyA	112.4	158.5	104.6
grp3_TauA	267.5	411.8	180.6
grp3_TauE	290.0	330.7	212.0
grp3_TauL	165.1	272.2	165.1
grp3_TauX	159.1	196.2	135.1
