grp0_SfcD	324.9	-inf	215.8
grp0_SfcE	355.5	-inf	261.3
grp0_SfcF	342.2	-inf	215.9
grp0_SfcG	401.7	-inf	157.5
grp0_SfcH	262.6	-inf	198.1
grp0_SfcI	317.9	-inf	185.2
grp0_SfcJ	296.0	-inf	203.7
grp0_SfcK	490.6	639.0	345.4
grp0_SmoE	487.0	-inf	149.2
grp0_SmoF	533.8	-inf	206.9
grp0_SmoG	313.0	-inf	187.4
grp0_SmoH	342.2	-inf	201.5
grp0_Sqdh	293.6	-inf	173.6
grp0_YihU	362.6	-inf	178.7
grp1_Sladh	518.8	-inf	172.5
grp1_SqiA	376.6	-inf	204.1
grp1_YihV	354.0	422.8	194.0
grp2_SftA	526.1	-inf	272.7
grp2_SftD	700.5	-inf	223.5
grp2_SftE	436.8	-inf	271.3
grp2_SftE2	277.3	334.8	185.2
grp2_SftF	314.0	331.1	181.9
grp2_SftI	434.7	615.7	244.8
grp2_SftR	330.7	446.4	207.3
grp2_SftT	332.0	356.0	190.8
grp2_Sgdh	916.4	1063.9	282.2
grp2_SmoA	221.8	250.0	145.1
grp2_SmoB	421.9	493.0	187.1
grp2_SmoC	638.7	724.7	242.1
grp2_SmoD	270.6	372.4	167.0
grp2_Sgald	341.9	-inf	185.4
grp2_SqgA	515.8	587.3	153.5
grp2_SqiK	489.8	522.4	212.7
grp2_Sgl	323.0	-inf	194.5
grp2_SqoD	503.4	533.7	389.0
grp2_SqoL	546.9	-inf	157.3
grp2_SqoM	398.8	-inf	202.1
grp2_SqwD	695.7	750.5	321.0
grp2_SqwG	363.5	-inf	194.2
grp2_SqwH	390.2	-inf	156.3
grp2_YihQ	632.0	913.1	230.7
grp3_SftX	270.5	-inf	154.5
grp3_SqoK	135.5	266.1	135.5
grp3_SqvB	262.1	323.2	165.8
grp3_SqwE	282.5	318.5	160.5
grp3_SqwF	352.8	458.2	206.2
grp3_SqwI	204.5	235.3	150.8
grp3_SqwK	564.4	633.8	209.6
grp3_SqwL	343.0	-inf	145.5
grp3_YihO	549.9	640.8	323.2
grp3_YihP	496.2	557.8	287.2
grp3_YihR	297.5	368.7	154.6
grp3_YihS	463.7	586.8	334.8
grp3_YihT	378.4	429.2	205.1
