grp0_SfcD	432.7	-inf	273.7
grp0_SfcE	375.3	440.5	366.1
grp0_SfcF	629.1	668.3	296.1
grp0_SfcG	495.7	-inf	198.9
grp0_SfcH	355.0	-inf	286.8
grp0_SfcI	346.3	-inf	189.8
grp0_SfcJ	355.9	421.4	259.2
grp0_SfcK	579.5	693.6	393.0
grp0_SftF	318.8	418.8	251.4
grp0_SmoE	514.7	-inf	163.6
grp0_SmoF	576.4	-inf	231.5
grp0_SmoG	371.1	-inf	197.3
grp0_SmoH	377.9	-inf	210.3
grp0_Sqdh	370.0	-inf	183.0
grp0_YihU	472.6	519.5	284.0
grp1_Sladh	517.0	-inf	175.0
grp1_SqiA	376.6	-inf	204.1
grp1_YihV	354.0	422.8	194.0
grp2_SftA	508.6	643.8	267.4
grp2_SftD	684.5	713.1	219.5
grp2_SftE	436.8	-inf	271.3
grp2_SftE2	275.6	323.3	186.4
grp2_SftI	430.3	611.4	248.1
grp2_SftR	344.7	463.7	212.4
grp2_SftT	337.1	374.2	191.1
grp2_Sgdh	895.2	1069.9	282.8
grp2_SmoA	220.4	250.3	143.8
grp2_SmoB	415.8	494.9	187.0
grp2_SmoC	638.8	726.4	243.5
grp2_SmoD	269.3	362.1	166.9
grp2_Sgald	341.9	-inf	185.4
grp2_SqgA	510.8	590.1	155.4
grp2_SqiK	485.8	516.8	218.7
grp2_Sgl	323.0	-inf	194.5
grp2_SqoD	487.9	528.6	392.9
grp2_SqoL	553.6	-inf	156.5
grp2_SqoM	405.2	-inf	213.4
grp2_SqwD	706.9	760.1	332.3
grp2_SqwG	363.0	-inf	195.3
grp2_SqwH	391.5	-inf	154.8
grp2_YihQ	624.1	929.2	235.9
grp3_SftX	272.4	-inf	156.1
grp3_SqoK	134.6	265.8	134.6
grp3_SqvB	264.7	323.3	167.0
grp3_SqwE	288.1	319.3	160.6
grp3_SqwF	377.7	479.8	194.8
grp3_SqwI	200.7	237.2	153.4
grp3_SqwK	587.3	-inf	239.5
grp3_SqwL	470.7	-inf	175.4
grp3_YihO	414.4	614.9	279.5
grp3_YihP	519.0	668.3	245.1
grp3_YihR	297.8	-inf	171.7
grp3_YihS	504.8	592.5	336.0
grp3_YihT	316.2	419.8	224.4

